"report_number","date_reported","date_of_occurrence","time_of_occurrence","city","crime_code","crime_description","victim_age","victim_gender","weapon_used","crime_domain","police_deployed","case_closed","date_case_closed","year_of_occurrence"
159,2020-01-09 18:00:00,2020-07-01 14:00:00,"06:49:00","Delhi",236,"VEHICLE - STOLEN",38,"F","Poison","Violent Crime",15,"Yes",2020-02-08 18:00:00,"2020"
160,2020-01-07 19:00:00,2020-07-01 15:00:00,"14:26:00","Kolkata",509,"ASSAULT",27,"F","Blunt Object","Violent Crime",17,"Yes",2020-03-22 19:00:00,"2020"
161,2020-01-09 03:00:00,2020-07-01 16:00:00,"09:21:00","Meerut",321,"COUNTERFEITING",30,"F","Knife","Other Crime",13,"Yes",2020-02-19 03:00:00,"2020"
162,2020-01-07 21:00:00,2020-07-01 17:00:00,"17:22:00","Surat",420,"CYBERCRIME",17,"F","None","Other Crime",12,"No",NA,"2020"
163,2020-01-09 16:00:00,2020-07-01 18:00:00,"09:50:00","Pune",589,"SHOPLIFTING",39,"F","Knife","Other Crime",15,"No",NA,"2020"
164,2020-01-08 20:00:00,2020-07-01 19:00:00,"02:04:00","Pune",492,"ARSON",66,"F","Firearm","Fire Accident",5,"No",NA,"2020"
165,2020-01-10,2020-07-01 20:00:00,"06:07:00","Ghaziabad",312,"SEXUAL ASSAULT",11,"F","Firearm","Violent Crime",9,"Yes",2020-12-23,"2020"
166,2020-01-10 14:00:00,2020-07-01 21:00:00,"00:42:00","Ahmedabad",234,"VANDALISM",54,"M","Firearm","Other Crime",19,"Yes",2020-03-10 14:00:00,"2020"
167,2020-01-08 16:00:00,2020-07-01 22:00:00,"05:25:00","Delhi",470,"VANDALISM",79,"M","Explosives","Other Crime",13,"Yes",2020-01-27 16:00:00,"2020"
168,2020-01-08 22:00:00,2020-07-01 23:00:00,"02:01:00","Delhi",518,"FRAUD",12,"F","Firearm","Other Crime",3,"Yes",2020-03-04 22:00:00,"2020"
169,2020-01-08 16:00:00,2020-08-01,"00:14:00","Lucknow",295,"DRUG OFFENSE",19,"F","Blunt Object","Other Crime",16,"No",NA,"2020"
170,2020-01-10 07:00:00,2020-08-01 01:00:00,"05:22:00","Kalyan",342,"TRAFFIC VIOLATION",21,"F","Knife","Traffic Fatality",8,"Yes",2020-01-17 07:00:00,"2020"
171,2020-01-09 11:00:00,2020-08-01 02:00:00,"18:43:00","Agra",352,"COUNTERFEITING",24,"M","None","Other Crime",14,"Yes",2020-03-11 11:00:00,"2020"
172,2020-01-08 15:00:00,2020-08-01 03:00:00,"01:57:00","Jaipur",305,"TRAFFIC VIOLATION",58,"M","Poison","Traffic Fatality",4,"No",NA,"2020"
173,2020-01-11 03:00:00,2020-08-01 04:00:00,"13:20:00","Hyderabad",245,"SEXUAL ASSAULT",51,"F","Blunt Object","Violent Crime",17,"Yes",2021-10-29 03:00:00,"2020"
174,2020-01-09 20:00:00,2020-08-01 05:00:00,"01:34:00","Indore",438,"DRUG OFFENSE",40,"F","None","Other Crime",7,"No",NA,"2020"
175,2020-01-09,2020-08-01 06:00:00,"10:27:00","Surat",144,"ROBBERY",64,"M","Blunt Object","Violent Crime",13,"Yes",2020-06-15,"2020"
176,2020-01-09 23:00:00,2020-08-01 07:00:00,"22:06:00","Lucknow",292,"BURGLARY",66,"F","None","Other Crime",14,"Yes",2020-06-28 23:00:00,"2020"
177,2020-01-08 14:00:00,2020-08-01 08:00:00,"02:25:00","Chennai",134,"FIREARM OFFENSE",28,"F","Firearm","Fire Accident",8,"Yes",2020-03-21 14:00:00,"2020"
178,2020-01-09 15:00:00,2020-08-01 09:00:00,"16:59:00","Mumbai",331,"ILLEGAL POSSESSION",54,"F","None","Other Crime",11,"No",NA,"2020"
179,2020-01-10 12:00:00,2020-08-01 10:00:00,"07:31:00","Agra",191,"FRAUD",42,"F","Knife","Other Crime",8,"No",NA,"2020"
180,2020-01-10 01:00:00,2020-08-01 11:00:00,"02:31:00","Pune",584,"DOMESTIC VIOLENCE",72,"M","Blunt Object","Violent Crime",14,"Yes",2020-01-23 01:00:00,"2020"
181,2020-01-10 18:00:00,2020-08-01 12:00:00,"07:34:00","Bangalore",341,"TRAFFIC VIOLATION",23,"F","Poison","Traffic Fatality",1,"No",NA,"2020"
182,2020-01-10 13:00:00,2020-08-01 13:00:00,"12:16:00","Mumbai",541,"CYBERCRIME",53,"F","Poison","Other Crime",9,"No",NA,"2020"
183,2020-01-10 09:00:00,2020-08-01 14:00:00,"17:18:00","Ahmedabad",133,"SEXUAL ASSAULT",28,"F","Firearm","Violent Crime",12,"Yes",2021-05-09 09:00:00,"2020"
184,2020-01-10 04:00:00,2020-08-01 15:00:00,"23:28:00","Hyderabad",422,"SEXUAL ASSAULT",27,"F","None","Violent Crime",4,"No",NA,"2020"
185,2020-01-08 19:00:00,2020-08-01 16:00:00,"17:27:00","Mumbai",151,"FRAUD",67,"F","Other","Other Crime",19,"Yes",2020-03-03 19:00:00,"2020"
186,2020-01-11 15:00:00,2020-08-01 17:00:00,"08:32:00","Bangalore",287,"FRAUD",70,"F","Other","Other Crime",8,"Yes",2020-03-12 15:00:00,"2020"
187,2020-01-09 09:00:00,2020-08-01 18:00:00,"10:28:00","Delhi",541,"VANDALISM",75,"F","Blunt Object","Other Crime",4,"Yes",2020-02-13 09:00:00,"2020"
188,2020-01-09 18:00:00,2020-08-01 19:00:00,"18:53:00","Nagpur",236,"IDENTITY THEFT",66,"F","None","Violent Crime",14,"Yes",2020-03-15 18:00:00,"2020"
189,2020-01-09 04:00:00,2020-08-01 20:00:00,"03:24:00","Hyderabad",415,"EXTORTION",24,"F","Knife","Other Crime",2,"Yes",2020-03-23 04:00:00,"2020"
190,2020-01-11 05:00:00,2020-08-01 21:00:00,"21:24:00","Chennai",151,"CYBERCRIME",44,"M","Explosives","Other Crime",15,"Yes",2020-02-12 05:00:00,"2020"
191,2020-01-09 15:00:00,2020-08-01 22:00:00,"15:53:00","Chennai",268,"KIDNAPPING",63,"F","Knife","Other Crime",9,"No",NA,"2020"
192,2020-01-09 02:00:00,2020-08-01 23:00:00,"20:39:00","Delhi",381,"IDENTITY THEFT",18,"M","Blunt Object","Violent Crime",11,"Yes",2020-01-20 02:00:00,"2020"
193,2020-01-10 20:00:00,2020-09-01,"05:28:00","Ghaziabad",249,"PUBLIC INTOXICATION",19,"F","None","Other Crime",3,"No",NA,"2020"
194,2020-01-09 09:00:00,2020-09-01 01:00:00,"04:00:00","Jaipur",389,"DOMESTIC VIOLENCE",49,"M","None","Violent Crime",12,"Yes",2020-03-06 09:00:00,"2020"
195,2020-01-11 16:00:00,2020-09-01 02:00:00,"08:16:00","Delhi",235,"ILLEGAL POSSESSION",33,"F","Poison","Other Crime",12,"No",NA,"2020"
196,2020-01-10 04:00:00,2020-09-01 03:00:00,"00:18:00","Lucknow",562,"DOMESTIC VIOLENCE",56,"M","Other","Violent Crime",4,"Yes",2020-02-14 04:00:00,"2020"
197,2020-01-10 10:00:00,2020-09-01 04:00:00,"15:55:00","Ahmedabad",287,"PUBLIC INTOXICATION",32,"M","Explosives","Other Crime",1,"Yes",2020-01-24 10:00:00,"2020"
198,2020-01-11 17:00:00,2020-09-01 05:00:00,"10:20:00","Hyderabad",316,"EXTORTION",25,"F","Explosives","Other Crime",10,"Yes",2020-01-22 17:00:00,"2020"
199,2020-01-10 09:00:00,2020-09-01 06:00:00,"21:01:00","Delhi",367,"ARSON",62,"F","Firearm","Fire Accident",3,"No",NA,"2020"
200,2020-01-11 13:00:00,2020-09-01 07:00:00,"02:06:00","Nashik",471,"HOMICIDE",56,"F","Blunt Object","Other Crime",4,"No",NA,"2020"
201,2020-01-11 23:00:00,2020-09-01 08:00:00,"04:27:00","Srinagar",365,"COUNTERFEITING",27,"F","Blunt Object","Other Crime",8,"Yes",2020-02-05 23:00:00,"2020"
202,2020-01-12 08:00:00,2020-09-01 09:00:00,"18:52:00","Nagpur",484,"FRAUD",63,"M","Explosives","Other Crime",13,"No",NA,"2020"
203,2020-01-10 04:00:00,2020-09-01 10:00:00,"12:58:00","Mumbai",257,"DRUG OFFENSE",34,"F","Blunt Object","Other Crime",2,"Yes",2020-03-15 04:00:00,"2020"
204,2020-01-11 16:00:00,2020-09-01 11:00:00,"13:00:00","Lucknow",427,"KIDNAPPING",16,"F","Firearm","Other Crime",5,"Yes",2020-03-14 16:00:00,"2020"
205,2020-01-11 04:00:00,2020-09-01 12:00:00,"02:34:00","Hyderabad",340,"SHOPLIFTING",59,"F","Other","Other Crime",13,"Yes",2020-03-03 04:00:00,"2020"
206,2020-01-09 22:00:00,2020-09-01 13:00:00,"23:51:00","Thane",246,"VEHICLE - STOLEN",44,"F","None","Violent Crime",7,"Yes",2020-02-29 22:00:00,"2020"
207,2020-01-11 08:00:00,2020-09-01 14:00:00,"12:37:00","Bangalore",376,"COUNTERFEITING",21,"F","Blunt Object","Other Crime",3,"Yes",2020-02-10 08:00:00,"2020"
208,2020-01-09 19:00:00,2020-09-01 15:00:00,"20:15:00","Patna",542,"ASSAULT",59,"M","None","Violent Crime",2,"No",NA,"2020"
209,2020-01-10 11:00:00,2020-09-01 16:00:00,"17:29:00","Hyderabad",257,"EXTORTION",41,"F","Explosives","Other Crime",17,"No",NA,"2020"
210,2020-01-12 03:00:00,2020-09-01 17:00:00,"06:07:00","Kolkata",573,"PUBLIC INTOXICATION",43,"F","Knife","Other Crime",18,"Yes",2020-01-14 03:00:00,"2020"
211,2020-01-11 10:00:00,2020-09-01 18:00:00,"20:05:00","Bhopal",148,"COUNTERFEITING",15,"M","Explosives","Other Crime",6,"No",NA,"2020"
212,2020-01-10,2020-09-01 19:00:00,"14:15:00","Delhi",439,"FIREARM OFFENSE",34,"M","Blunt Object","Fire Accident",17,"No",NA,"2020"
213,2020-01-11 23:00:00,2020-09-01 20:00:00,"07:00:00","Kolkata",598,"IDENTITY THEFT",19,"F","Firearm","Violent Crime",6,"Yes",2020-01-21 23:00:00,"2020"
214,2020-01-11 05:00:00,2020-09-01 21:00:00,"02:45:00","Bangalore",239,"VEHICLE - STOLEN",73,"M","Explosives","Violent Crime",13,"Yes",2020-03-13 05:00:00,"2020"
215,2020-01-11 16:00:00,2020-09-01 22:00:00,"00:56:00","Delhi",267,"SEXUAL ASSAULT",44,"M","Explosives","Violent Crime",1,"Yes",2021-09-01 16:00:00,"2020"
216,2020-01-10 16:00:00,2020-09-01 23:00:00,"09:23:00","Ahmedabad",163,"SHOPLIFTING",14,"F","Knife","Other Crime",18,"No",NA,"2020"
217,2020-01-12 18:00:00,2020-10-01,"05:32:00","Kolkata",572,"COUNTERFEITING",73,"M","None","Other Crime",2,"Yes",2020-02-23 18:00:00,"2020"
218,2020-01-11 15:00:00,2020-10-01 01:00:00,"23:36:00","Surat",561,"FRAUD",49,"F","Other","Other Crime",18,"No",NA,"2020"
219,2020-01-12 20:00:00,2020-10-01 02:00:00,"08:44:00","Pune",336,"TRAFFIC VIOLATION",61,"M","Other","Traffic Fatality",10,"No",NA,"2020"
220,2020-01-12 11:00:00,2020-10-01 03:00:00,"17:27:00","Nagpur",563,"BURGLARY",68,"F","Knife","Other Crime",18,"No",NA,"2020"
221,2020-01-10 23:00:00,2020-10-01 04:00:00,"03:16:00","Kolkata",218,"VEHICLE - STOLEN",24,"F","None","Violent Crime",1,"Yes",2020-02-15 23:00:00,"2020"
222,2020-01-11 08:00:00,2020-10-01 05:00:00,"05:29:00","Ludhiana",276,"KIDNAPPING",69,"F","Poison","Other Crime",7,"Yes",2020-01-22 08:00:00,"2020"
223,2020-01-11 21:00:00,2020-10-01 06:00:00,"19:37:00","Bangalore",570,"FRAUD",55,"F","Poison","Other Crime",11,"No",NA,"2020"
224,2020-01-12 21:00:00,2020-10-01 07:00:00,"23:31:00","Chennai",307,"ROBBERY",49,"F","Knife","Violent Crime",19,"Yes",2020-05-01 21:00:00,"2020"
225,2020-01-10 19:00:00,2020-10-01 08:00:00,"00:10:00","Bangalore",153,"CYBERCRIME",40,"F","Firearm","Other Crime",5,"Yes",2020-04-01 19:00:00,"2020"
226,2020-01-10 15:00:00,2020-10-01 09:00:00,"15:46:00","Surat",340,"HOMICIDE",51,"F","Explosives","Other Crime",8,"No",NA,"2020"
227,2020-01-12 16:00:00,2020-10-01 10:00:00,"23:35:00","Mumbai",365,"VANDALISM",35,"F","Poison","Other Crime",15,"Yes",2020-03-16 16:00:00,"2020"
228,2020-01-10 16:00:00,2020-10-01 11:00:00,"01:56:00","Pune",269,"COUNTERFEITING",65,"F","Blunt Object","Other Crime",6,"No",NA,"2020"
229,2020-01-13 05:00:00,2020-10-01 12:00:00,"04:03:00","Jaipur",247,"VEHICLE - STOLEN",61,"F","Other","Violent Crime",18,"Yes",2020-02-25 05:00:00,"2020"
230,2020-01-11,2020-10-01 13:00:00,"08:27:00","Ahmedabad",190,"VANDALISM",35,"M","Poison","Other Crime",8,"No",NA,"2020"
231,2020-01-12 23:00:00,2020-10-01 14:00:00,"22:47:00","Pune",429,"IDENTITY THEFT",45,"M","Blunt Object","Violent Crime",1,"No",NA,"2020"
232,2020-01-12 15:00:00,2020-10-01 15:00:00,"04:38:00","Patna",547,"ARSON",32,"F","None","Fire Accident",12,"Yes",2020-02-15 15:00:00,"2020"
233,2020-01-12 17:00:00,2020-10-01 16:00:00,"19:09:00","Mumbai",136,"HOMICIDE",11,"F","Other","Other Crime",9,"No",NA,"2020"
234,2020-01-11 17:00:00,2020-10-01 17:00:00,"03:46:00","Kolkata",254,"ASSAULT",40,"M","Poison","Violent Crime",14,"No",NA,"2020"
235,2020-01-12 21:00:00,2020-10-01 18:00:00,"20:30:00","Mumbai",514,"TRAFFIC VIOLATION",23,"F","Firearm","Traffic Fatality",19,"Yes",2020-01-14 21:00:00,"2020"
236,2020-01-13 02:00:00,2020-10-01 19:00:00,"22:34:00","Ludhiana",105,"ARSON",14,"M","Poison","Fire Accident",12,"Yes",2020-04-07 02:00:00,"2020"
237,2020-01-12 13:00:00,2020-10-01 20:00:00,"06:53:00","Visakhapatnam",561,"CYBERCRIME",23,"M","Other","Other Crime",7,"No",NA,"2020"
238,2020-01-12 02:00:00,2020-10-01 21:00:00,"04:23:00","Chennai",583,"CYBERCRIME",35,"M","Knife","Other Crime",4,"No",NA,"2020"
239,2020-01-12 17:00:00,2020-10-01 22:00:00,"10:13:00","Delhi",418,"FIREARM OFFENSE",65,"M","Knife","Fire Accident",15,"No",NA,"2020"
240,2020-01-11 11:00:00,2020-10-01 23:00:00,"11:41:00","Hyderabad",466,"FIREARM OFFENSE",51,"F","Knife","Fire Accident",13,"No",NA,"2020"
241,2020-01-12 14:00:00,2020-11-01,"00:34:00","Mumbai",402,"COUNTERFEITING",35,"F","Other","Other Crime",17,"No",NA,"2020"
242,2020-01-11 08:00:00,2020-11-01 01:00:00,"03:03:00","Bangalore",188,"VANDALISM",59,"F","Blunt Object","Other Crime",1,"Yes",2020-02-12 08:00:00,"2020"
243,2020-01-12 01:00:00,2020-11-01 02:00:00,"11:51:00","Pune",512,"FRAUD",48,"F","Knife","Other Crime",4,"Yes",2020-04-06 01:00:00,"2020"
244,2020-01-13 22:00:00,2020-11-01 03:00:00,"10:11:00","Kalyan",388,"SEXUAL ASSAULT",18,"F","Poison","Violent Crime",19,"Yes",2020-08-21 22:00:00,"2020"
245,2020-01-13,2020-11-01 04:00:00,"14:49:00","Nagpur",423,"ROBBERY",58,"F","Firearm","Violent Crime",17,"Yes",2020-06-27,"2020"
246,2020-01-11 21:00:00,2020-11-01 05:00:00,"17:14:00","Kolkata",399,"ILLEGAL POSSESSION",65,"F","Knife","Other Crime",7,"No",NA,"2020"
247,2020-01-13 11:00:00,2020-11-01 06:00:00,"08:58:00","Nagpur",432,"EXTORTION",38,"F","Blunt Object","Other Crime",6,"Yes",2020-03-24 11:00:00,"2020"
248,2020-01-14 03:00:00,2020-11-01 07:00:00,"20:32:00","Ahmedabad",262,"IDENTITY THEFT",77,"F","Explosives","Violent Crime",13,"Yes",2020-02-28 03:00:00,"2020"
249,2020-01-13 23:00:00,2020-11-01 08:00:00,"07:14:00","Thane",293,"DOMESTIC VIOLENCE",70,"F","Explosives","Violent Crime",8,"Yes",2020-03-26 23:00:00,"2020"
250,2020-01-13 22:00:00,2020-11-01 09:00:00,"21:57:00","Nagpur",164,"EXTORTION",11,"F","Other","Other Crime",17,"Yes",2020-01-23 22:00:00,"2020"
251,2020-01-14 07:00:00,2020-11-01 10:00:00,"02:39:00","Delhi",342,"FIREARM OFFENSE",45,"F","Other","Fire Accident",13,"No",NA,"2020"
252,2020-01-13 05:00:00,2020-11-01 11:00:00,"15:11:00","Thane",182,"SHOPLIFTING",71,"F","Firearm","Other Crime",3,"Yes",2020-03-31 05:00:00,"2020"
253,2020-01-12 03:00:00,2020-11-01 12:00:00,"01:17:00","Hyderabad",362,"TRAFFIC VIOLATION",11,"M","Other","Traffic Fatality",10,"Yes",2020-02-06 03:00:00,"2020"
254,2020-01-12 18:00:00,2020-11-01 13:00:00,"15:04:00","Nashik",123,"ILLEGAL POSSESSION",39,"M","None","Other Crime",3,"Yes",2020-01-20 18:00:00,"2020"
255,2020-01-14 10:00:00,2020-11-01 14:00:00,"21:38:00","Meerut",233,"FIREARM OFFENSE",68,"M","Explosives","Fire Accident",18,"No",NA,"2020"
256,2020-01-13 17:00:00,2020-11-01 15:00:00,"06:45:00","Kolkata",581,"PUBLIC INTOXICATION",76,"M","Explosives","Other Crime",9,"Yes",2020-01-20 17:00:00,"2020"
257,2020-01-12 13:00:00,2020-11-01 16:00:00,"00:13:00","Hyderabad",230,"EXTORTION",47,"M","Blunt Object","Other Crime",4,"Yes",2020-02-10 13:00:00,"2020"
258,2020-01-11 19:00:00,2020-11-01 17:00:00,"17:21:00","Ahmedabad",402,"IDENTITY THEFT",22,"F","Other","Violent Crime",18,"No",NA,"2020"
259,2020-01-12 22:00:00,2020-11-01 18:00:00,"22:11:00","Mumbai",151,"EXTORTION",33,"M","Poison","Other Crime",8,"Yes",2020-04-02 22:00:00,"2020"
260,2020-01-13 07:00:00,2020-11-01 19:00:00,"08:18:00","Indore",366,"KIDNAPPING",55,"F","Firearm","Other Crime",11,"No",NA,"2020"
261,2020-01-12 20:00:00,2020-11-01 20:00:00,"01:13:00","Chennai",542,"BURGLARY",11,"F","None","Other Crime",7,"Yes",2020-05-28 20:00:00,"2020"
262,2020-01-12 22:00:00,2020-11-01 21:00:00,"07:49:00","Ghaziabad",145,"COUNTERFEITING",49,"M","Blunt Object","Other Crime",13,"Yes",2020-02-06 22:00:00,"2020"
263,2020-01-12 20:00:00,2020-11-01 22:00:00,"08:50:00","Kolkata",142,"IDENTITY THEFT",56,"F","Poison","Violent Crime",12,"No",NA,"2020"
264,2020-01-13 22:00:00,2020-11-01 23:00:00,"22:04:00","Kanpur",261,"SEXUAL ASSAULT",69,"F","Knife","Violent Crime",11,"Yes",2020-12-18 22:00:00,"2020"
265,2020-01-12 17:00:00,2020-12-01,"19:08:00","Visakhapatnam",152,"COUNTERFEITING",79,"F","Blunt Object","Other Crime",14,"Yes",2020-02-21 17:00:00,"2020"
266,2020-01-12 12:00:00,2020-12-01 01:00:00,"03:39:00","Chennai",430,"IDENTITY THEFT",17,"F","Explosives","Violent Crime",19,"No",NA,"2020"
267,2020-01-13 16:00:00,2020-12-01 02:00:00,"08:13:00","Nagpur",203,"ILLEGAL POSSESSION",71,"F","Explosives","Other Crime",6,"No",NA,"2020"
268,2020-01-14 10:00:00,2020-12-01 03:00:00,"23:31:00","Kanpur",508,"KIDNAPPING",16,"F","Knife","Other Crime",8,"Yes",2020-01-24 10:00:00,"2020"
269,2020-01-12 14:00:00,2020-12-01 04:00:00,"08:35:00","Surat",590,"ROBBERY",71,"M","Other","Violent Crime",10,"No",NA,"2020"
270,2020-01-15,2020-12-01 05:00:00,"07:42:00","Srinagar",491,"SHOPLIFTING",50,"M","Explosives","Other Crime",11,"Yes",2020-02-28,"2020"
271,2020-01-13 08:00:00,2020-12-01 06:00:00,"08:31:00","Indore",586,"DRUG OFFENSE",38,"M","Blunt Object","Other Crime",8,"No",NA,"2020"
272,2020-01-14 20:00:00,2020-12-01 07:00:00,"23:49:00","Hyderabad",292,"PUBLIC INTOXICATION",39,"F","Knife","Other Crime",3,"Yes",2020-02-06 20:00:00,"2020"
273,2020-01-13,2020-12-01 08:00:00,"11:51:00","Delhi",584,"IDENTITY THEFT",36,"M","Other","Violent Crime",3,"No",NA,"2020"
274,2020-01-14 04:00:00,2020-12-01 09:00:00,"14:37:00","Bangalore",515,"VEHICLE - STOLEN",56,"F","None","Violent Crime",6,"No",NA,"2020"
275,2020-01-14 05:00:00,2020-12-01 10:00:00,"04:01:00","Bhopal",350,"TRAFFIC VIOLATION",78,"M","Blunt Object","Traffic Fatality",16,"No",NA,"2020"
276,2020-01-14 16:00:00,2020-12-01 11:00:00,"06:07:00","Ahmedabad",546,"ASSAULT",21,"M","Other","Violent Crime",1,"No",NA,"2020"
277,2020-01-12 23:00:00,2020-12-01 12:00:00,"10:15:00","Indore",115,"ASSAULT",10,"F","Poison","Violent Crime",14,"No",NA,"2020"
278,2020-01-15 05:00:00,2020-12-01 13:00:00,"13:29:00","Bhopal",254,"TRAFFIC VIOLATION",44,"F","Knife","Traffic Fatality",7,"No",NA,"2020"
279,2020-01-14 09:00:00,2020-12-01 14:00:00,"04:56:00","Chennai",410,"TRAFFIC VIOLATION",58,"M","Knife","Traffic Fatality",8,"Yes",2020-01-30 09:00:00,"2020"
280,2020-01-13 05:00:00,2020-12-01 15:00:00,"04:19:00","Ludhiana",217,"KIDNAPPING",45,"F","Blunt Object","Other Crime",18,"Yes",2020-04-07 05:00:00,"2020"
281,2020-01-15 11:00:00,2020-12-01 16:00:00,"10:14:00","Srinagar",189,"FIREARM OFFENSE",12,"F","Poison","Fire Accident",3,"No",NA,"2020"
282,2020-01-13 12:00:00,2020-12-01 17:00:00,"00:49:00","Ludhiana",180,"FRAUD",62,"F","Other","Other Crime",2,"Yes",2020-03-14 12:00:00,"2020"
283,2020-01-13 03:00:00,2020-12-01 18:00:00,"01:20:00","Ludhiana",215,"BURGLARY",48,"F","Blunt Object","Other Crime",7,"No",NA,"2020"
284,2020-01-14 19:00:00,2020-12-01 19:00:00,"03:34:00","Mumbai",481,"ARSON",55,"F","None","Fire Accident",5,"Yes",2020-03-28 19:00:00,"2020"
285,2020-01-14 12:00:00,2020-12-01 20:00:00,"15:38:00","Indore",577,"ASSAULT",70,"F","Blunt Object","Violent Crime",6,"No",NA,"2020"
286,2020-01-15 04:00:00,2020-12-01 21:00:00,"05:53:00","Mumbai",212,"SHOPLIFTING",38,"M","Other","Other Crime",11,"Yes",2020-03-25 04:00:00,"2020"
287,2020-01-13,2020-12-01 22:00:00,"16:05:00","Pune",244,"VEHICLE - STOLEN",12,"F","Explosives","Violent Crime",3,"Yes",2020-02-01,"2020"
288,2020-01-14 15:00:00,2020-12-01 23:00:00,"01:39:00","Bangalore",363,"IDENTITY THEFT",30,"F","Firearm","Violent Crime",9,"Yes",2020-03-29 15:00:00,"2020"
745,2020-02-03 11:00:00,2020-01-02,"23:29:00","Bangalore",439,"FRAUD",43,"F","Knife","Other Crime",3,"Yes",2020-03-20 11:00:00,"2020"
746,2020-02-03 16:00:00,2020-01-02 01:00:00,"00:22:00","Delhi",242,"FRAUD",12,"F","Other","Other Crime",16,"Yes",2020-04-07 16:00:00,"2020"
747,2020-02-03 21:00:00,2020-01-02 02:00:00,"13:00:00","Hyderabad",355,"SHOPLIFTING",22,"M","Other","Other Crime",6,"No",NA,"2020"
748,2020-02-03 14:00:00,2020-01-02 03:00:00,"22:14:00","Agra",317,"BURGLARY",22,"F","Blunt Object","Other Crime",19,"Yes",2020-07-04 14:00:00,"2020"
749,2020-02-03 12:00:00,2020-01-02 04:00:00,"09:53:00","Delhi",414,"VANDALISM",39,"M","Firearm","Other Crime",8,"No",NA,"2020"
750,2020-02-03 20:00:00,2020-01-02 05:00:00,"10:18:00","Ludhiana",131,"COUNTERFEITING",59,"M","Blunt Object","Other Crime",12,"Yes",2020-02-17 20:00:00,"2020"
751,2020-02-03 03:00:00,2020-01-02 06:00:00,"20:12:00","Hyderabad",193,"VEHICLE - STOLEN",51,"M","Knife","Violent Crime",13,"No",NA,"2020"
752,2020-02-03 17:00:00,2020-01-02 07:00:00,"14:04:00","Ahmedabad",339,"ASSAULT",37,"F","Explosives","Violent Crime",1,"No",NA,"2020"
753,2020-02-03 01:00:00,2020-01-02 08:00:00,"09:13:00","Hyderabad",357,"ILLEGAL POSSESSION",20,"F","Other","Other Crime",16,"Yes",2020-03-29 01:00:00,"2020"
754,2020-02-03 09:00:00,2020-01-02 09:00:00,"17:29:00","Mumbai",173,"VEHICLE - STOLEN",66,"F","Poison","Violent Crime",8,"Yes",2020-04-13 09:00:00,"2020"
755,2020-02-01 12:00:00,2020-01-02 10:00:00,"06:03:00","Delhi",471,"FRAUD",14,"F","None","Other Crime",12,"Yes",2020-02-14 12:00:00,"2020"
756,2020-02-03 11:00:00,2020-01-02 11:00:00,"10:30:00","Delhi",204,"DOMESTIC VIOLENCE",50,"F","None","Violent Crime",7,"Yes",2020-02-18 11:00:00,"2020"
757,2020-02-03 11:00:00,2020-01-02 12:00:00,"05:34:00","Kolkata",375,"CYBERCRIME",51,"F","Other","Other Crime",9,"Yes",2020-03-02 11:00:00,"2020"
758,2020-02-02 12:00:00,2020-01-02 13:00:00,"07:08:00","Lucknow",283,"SHOPLIFTING",67,"F","Firearm","Other Crime",2,"No",NA,"2020"
759,2020-02-02 09:00:00,2020-01-02 14:00:00,"02:07:00","Kanpur",146,"KIDNAPPING",73,"F","Explosives","Other Crime",11,"Yes",2020-04-28 09:00:00,"2020"
760,2020-02-03 20:00:00,2020-01-02 15:00:00,"16:01:00","Nagpur",107,"ROBBERY",31,"F","Firearm","Violent Crime",3,"No",NA,"2020"
761,2020-02-03 22:00:00,2020-01-02 16:00:00,"19:27:00","Ghaziabad",410,"CYBERCRIME",15,"M","Blunt Object","Other Crime",11,"Yes",2020-04-03 22:00:00,"2020"
762,2020-02-03 13:00:00,2020-01-02 17:00:00,"20:09:00","Visakhapatnam",267,"ARSON",46,"F","None","Fire Accident",6,"No",NA,"2020"
763,2020-02-02 18:00:00,2020-01-02 18:00:00,"02:16:00","Mumbai",411,"IDENTITY THEFT",30,"F","Other","Violent Crime",8,"No",NA,"2020"
764,2020-02-03 19:00:00,2020-01-02 19:00:00,"16:40:00","Kanpur",503,"COUNTERFEITING",73,"F","None","Other Crime",5,"No",NA,"2020"
765,2020-02-02 03:00:00,2020-01-02 20:00:00,"11:27:00","Mumbai",383,"IDENTITY THEFT",32,"F","Blunt Object","Violent Crime",1,"No",NA,"2020"
766,2020-02-02 17:00:00,2020-01-02 21:00:00,"10:56:00","Thane",120,"DRUG OFFENSE",68,"M","Other","Other Crime",2,"Yes",2020-03-04 17:00:00,"2020"
767,2020-02-02 03:00:00,2020-01-02 22:00:00,"20:28:00","Chennai",129,"ARSON",69,"F","Knife","Fire Accident",5,"Yes",2020-02-22 03:00:00,"2020"
768,2020-02-04 03:00:00,2020-01-02 23:00:00,"20:30:00","Chennai",258,"TRAFFIC VIOLATION",43,"F","Poison","Traffic Fatality",6,"Yes",2020-03-02 03:00:00,"2020"
769,2020-02-04 05:00:00,2020-02-02,"18:50:00","Thane",182,"BURGLARY",47,"F","Poison","Other Crime",16,"No",NA,"2020"
770,2020-02-03,2020-02-02 01:00:00,"15:48:00","Patna",359,"EXTORTION",17,"M","Knife","Other Crime",5,"No",NA,"2020"
